channelId,textDisplay,likeCount,publishedAt,updatedAt
UC7lqjCCWY4abQj4c7NYGWsw,Harris Karen Thompson Elizabeth Martin William,0,2024-09-16T17:06:53Z,2024-09-16T17:06:53Z
UCjTJ9pxtinORq9CMcfwPnaw,democrat operatives!!!😂,0,2024-09-16T08:40:29Z,2024-09-16T08:40:29Z
UCQxFuZfYesKaHTFB2s11LDw,Alberto Gateway,0,2024-09-16T06:41:51Z,2024-09-16T06:41:51Z
UCCkNvB7FGvkn9s5Q12e7Nwg,What is she is right handed and the video is reversed?😂,0,2024-09-15T14:57:08Z,2024-09-15T14:57:08Z
UCBuanf0LY7f0yesvJkx46Zw,Rosella Vista,0,2024-09-15T14:26:55Z,2024-09-15T14:26:55Z
UCnJqPZ9Ff8yQcNZ6_BADSbg,"I direct anyone interested to Astrophysicist Angela Collier's YouTube post: AI Doesn't Exist but It will ruin everything thing anyway. As a corporate Physicist she routinely utilizes cutting edge computer tech. In her work. The point being that the singularity hasn't been reached by far. The ability to simulate conversational human language isn't really communication and the complex coralation of massive data sets isn't intelligence. Writing prompts isn't creativity, and AI has no ethical compunction at this point about operating ouside of integrity or lying. It's becoming an indespensible tool however but it ain't truly capable of ground breaking independent creative thought yet.",0,2024-09-15T02:42:08Z,2024-09-15T02:43:43Z
UCwEVEoYF0dF6g1KvHJNWjWw,She’s safe from paper airplanes and spit wads. Coincidence?,0,2024-09-14T12:24:02Z,2024-09-14T12:24:02Z
UCuLxP5H1oO5eJWAxpqbZxbw,The fact that she's fuckin writing backwards is pretty impressive 👏🏽🙃🫡🤯,1,2024-09-14T05:40:28Z,2024-09-14T05:40:28Z
UC-qiCcKcjQ0co0uwI2tv_BA,"I think she is my new/first life coach.   She very artfully layed out the comparison between the two operations but also  technics i might try myself.  Thx!! Very well spoken and great delivery.  
I'm not an A.I. I just have a lot of projects to do. ;)",0,2024-09-14T03:10:10Z,2024-09-14T03:10:10Z
UCBpyla1Vl_o1jB6EOdV6Jcg,We're getting geth before we get gta 6.,1,2024-09-14T01:30:55Z,2024-09-14T01:30:55Z
UC-Gn8LDlQlygZS3LAbcBpqw,"I Can't agree more, the explanation was amazing, the didatics was awesome!!! Congrats!!",0,2024-09-13T16:33:22Z,2024-09-13T16:33:22Z
UCjeafsKs3LZMtm4xEtaDX1g,Where do we find out all possible commands where's the list at because if everybody doesn't know all the little specific commands that it can do or that you can do then it's not going to be a level playing Field that's for sure. I'm intrigued I'm going to subscribe and sit back and listen I believe I could probably listen to this,0,2024-09-13T08:01:13Z,2024-09-13T08:01:13Z
UCmr5ylkB61T31fCRp0y_teA,Do you have an AI for spelling?,0,2024-09-12T18:27:27Z,2024-09-12T18:27:27Z
UCym8XX3HyJ9hbRpm2Z8D0tQ,Sammie Islands,0,2024-09-12T17:49:20Z,2024-09-12T17:49:20Z
UCbhcpto7slss0omNjinuWYA,Thinking Aloud,0,2024-09-12T17:16:22Z,2024-09-12T17:16:22Z
UCw-5-mHcV2jXbOkhRHvKXFQ,What is the ibm motivation for telling this to us?,0,2024-09-12T15:45:29Z,2024-09-12T15:45:29Z
UCBx-Fg9iMvJ6LCXhpMlxyXQ,"IBM Technology, thanks for making such videos on topic with easier explanations.",8,2024-09-12T07:49:30Z,2024-09-12T07:49:30Z
UCKWjRlrE-5Ql1KldzikfZ2w,"TAKING PEOPLE JOBS , IDIOTS",0,2024-09-12T02:37:51Z,2024-09-12T02:37:51Z
UCJjMEHylfctgVZReGCDuX-A,I can’t comprehend what she is talking about because i am distracted by the way she writes backwards,0,2024-09-11T16:43:17Z,2024-09-11T16:43:17Z
UCDjKqbXpNAX7FnzTQyYKRYg,Huel Viaduct,0,2024-09-11T15:32:06Z,2024-09-11T15:32:06Z
UCAbIq8U9TDVg1QgWVeYgqsA,Clark Karen Smith Jeffrey Allen Jason,0,2024-09-10T23:50:37Z,2024-09-10T23:50:37Z
UC5vod5CDq36Q6vA8MTpIgpw,"good explain, but changing the pen frequently was very irritating and distracting to watch..",0,2024-09-10T06:48:27Z,2024-09-10T06:48:27Z
UCWc3WkUWQYn7enzsgnSkk1A,"She’s writing BACKWARDS 😮😮😮. I thought I was the only one that could do that, 😂.",0,2024-09-09T23:52:20Z,2024-09-09T23:52:20Z
UC1nftT8BedZOdHbIMkGQosA,Get these annoying ads off YouTube,1,2024-09-09T22:43:33Z,2024-09-09T22:43:33Z
UCqGUDHgi4EFbYe41qf5YpIw,the squeaky sound of her marker is quite disturbing! Great video btw.,0,2024-09-09T03:41:15Z,2024-09-09T03:41:15Z
UCKF-S7lByVRRpy6rwZDijGw,AI get it out of this country,0,2024-09-08T22:51:52Z,2024-09-08T22:51:52Z
UCQMvJJu5cn5afmjHgZR2zQg,2025 will be the year of AGI,0,2024-09-08T18:19:58Z,2024-09-08T18:19:58Z
UCfSYV9nwOghhtCMh9kK33yA,0:35 get a new video editor lmao,0,2024-09-08T16:02:37Z,2024-09-08T16:02:37Z
UCo0B8ce4TefIXvLsQo2vECw,"Vacation….. 
subliminal message. 
Hey, ibm!",0,2024-09-08T15:28:32Z,2024-09-08T15:28:32Z
UCrW5-tJsObJXRKDgUmfNbtQ,Does this mean time travel is possible?,0,2024-09-08T13:45:38Z,2024-09-08T13:46:24Z
UCD8dlmMEhvvoagGXHL6z7qQ,Gosh as a small business owner we are going through over worst time of the year…And she is teaching us happiness ! That how it works in YouTube…😅,0,2024-09-08T06:27:27Z,2024-09-08T06:27:27Z
UCPWutM7sToAh-OKKd76JrGA,"Спасибо тебе, за то, что помогаешь другим зарабатывать, понятно что и для тебя есть выгода - но это все равно великодушно",0,2024-09-07T20:06:23Z,2024-09-07T20:06:23Z
UCJ8i9QVnazS1TPZd8kdjQbA,So how many jobs is this gonna steal from actual people?,0,2024-09-06T16:43:30Z,2024-09-06T16:43:30Z
UCKt_qVI3ElUTRCve5b7e37w,Give this woman an award for WRITING BACKWARDS WITH NO HESITATION!!! 🏆 (unless she’s AI-generated…),0,2024-09-06T06:01:56Z,2024-09-06T06:01:56Z
UCHeSuENksfiKImu9caMsc7g,"She's  left handed also,I think that helps.",0,2024-09-04T17:54:28Z,2024-09-04T17:54:28Z
UCHRDbYSEYFUnsd_C8uJ0f6w,confusing to me. not a clear explanation of what ai agent is.,0,2024-09-04T16:20:33Z,2024-09-04T16:20:33Z
UCgjVmZKpzrX0_KffnGGPv2w,Excellent info! Thank you. 🙏,0,2024-09-04T15:39:13Z,2024-09-04T15:39:13Z
UCcR7-CII27G2Ioxomz9Ansg,"Agent Smith, is that you?",0,2024-09-04T10:54:06Z,2024-09-04T10:54:06Z
UCy-PNLu2OWb8vt-r8mbgRuA,"Good presentation… easy to follow and understand.  I intuitively understood as she gave examples that my experience reinforced. 
Thank you 😊",0,2024-09-04T04:57:49Z,2024-09-04T04:57:49Z
UC8A7jdiQUO-QEtsBnWAdDwQ,"IBM's project manager has this level of expertise, impressive!",2,2024-09-04T00:05:54Z,2024-09-04T00:05:54Z
UCs7skDVemY4PLSUeQE0mIxQ,"She is AI 
LOOK
At how she writes backwards",0,2024-09-03T22:49:51Z,2024-09-03T22:49:51Z
UCSDOI3mwA5HZA32Dwgpr3gQ,Plot twist: What if this video is 100 % ai generated 🤯,1,2024-09-03T22:35:30Z,2024-09-03T22:35:30Z
UCr7jmeYc5bGF08dNnHgMhCQ,"What should I use to build my own AI agent, someone knows the tools?",0,2024-09-03T01:36:30Z,2024-09-03T01:36:30Z
UCzfTIiUJvQxXJtAZ3YExyDw,"Remember one important thing...
While you work, AI is doing art.

More importantly, AI used to stand for Artificial Insemination.
Let that sink in.",0,2024-09-02T14:49:03Z,2024-09-02T14:49:03Z
UCU-84Devgw47dGVdxGD4IDQ,maybe you can buy sun tan lotion when you get there,0,2024-09-02T13:49:27Z,2024-09-02T13:49:27Z
UCU-84Devgw47dGVdxGD4IDQ,whose they ? How many ya got ?,0,2024-09-02T13:46:31Z,2024-09-02T13:46:31Z
UCZQsPzKlhznjKYJsW1yZfzA,You should come to Greece next time!😊,0,2024-09-02T13:20:51Z,2024-09-02T13:20:51Z
UCrqALP89n9CYDCWohE5-dXQ,"I’m hearing from clients that they don’t want to talk to AI, they want a real agent.",0,2024-09-02T01:21:22Z,2024-09-02T01:21:22Z
UCS82guPxEsj18wiu2uW1AkQ,wow,1,2024-09-01T19:18:40Z,2024-09-01T19:18:40Z
UCZfqeUry8j3lTrJ5A8efy7g,Sounds like another free loader of a society unnecessary and unwanted!,0,2024-09-01T16:32:57Z,2024-09-01T16:32:57Z
UCwT27XQmgwMlmFdWk6o6HlA,"LLM's do not reason.  This is a fact that is very clear to people who actually know how these tools work.  A lot of knowledgeable people will claim that LLM's can understand or reason, but this is just because they want to sell, or they have stock options which incentivise the over claim.    It is a lie.",0,2024-09-01T02:01:37Z,2024-09-01T02:01:37Z
UC_BFX_mQV3c9hbO79rg1epQ,"Mrs Mxyzptlk.
Mxyzptlk vs Kltpzyxm 

Wierd presentation IBM. Very distracting and presentation is scribbled. Words are undefinable.Write correctly and sunscreen is making you stupid.",0,2024-08-31T21:33:45Z,2024-08-31T21:34:21Z
UCt3Qpwice-n_6AyHvpFn0CQ,"Take your AI and boost it to where it belongs.  I'll stay in reality, thank you very much.",0,2024-08-31T16:28:49Z,2024-08-31T16:28:49Z
UClQv6ou36rwT_9esz6gUAUA,You explained this the most difficult way you could’ve good job,6,2024-08-31T05:05:01Z,2024-08-31T05:05:01Z
UCQhTGwnBNo87iDPc-V8ohmw,This sounds like a bunch of mumbo jumbo. Obviously there is an agenda behind this as well.,0,2024-08-31T03:39:13Z,2024-08-31T03:39:13Z
UC3MHYWOKh8KTka__0FE8VFg,😢 sadly humans are idiots and are constructing the very tools of their disposal. She thinks they don't and won't turn around and wipe her prodigy out...😢,0,2024-08-31T02:57:19Z,2024-08-31T02:57:19Z
UCIsY5CbP5JzbQ_e1k-SC6Fg,A message for humanity keep on inventing that's going to get us one day and kill us,0,2024-08-29T19:25:42Z,2024-08-29T19:25:42Z
UCv7JcskuL5FzVE2LtsPBpyQ,None of this is intelligent,0,2024-08-29T15:04:00Z,2024-08-29T15:04:00Z
UC4o_za_JEy4cWRqXIjjf1yw,Come to Thailand. We will give you sunscreen for free ;),0,2024-08-29T09:34:37Z,2024-08-29T09:34:37Z
UC_C0YxFUP7iBZ_39PqdaOfg,Maya is explaining this compound system approach very clearly Thanks Maya,1,2024-08-28T20:33:29Z,2024-08-28T20:33:29Z
UCOWRmSquSyBW0SV99TDGvAQ,I am not impressed with AI.,0,2024-08-28T16:54:52Z,2024-08-28T16:54:52Z
UC4OsiyGanVvI7_CtSBnAgNg,Why waste so much time? Agents especially agent Smith taps in all sorts of data sets and questions the differences and picks and adopts the best to stay at the top of food chain 😊,0,2024-08-28T15:51:19Z,2024-08-28T15:51:19Z
UCuzzvhkfGmSLLcyQL0CIztg,how is she able to write on the board in reverse at that speed ?,0,2024-08-28T09:53:26Z,2024-08-28T09:53:26Z
UC_C0YxFUP7iBZ_39PqdaOfg,very nice🏁,0,2024-08-27T18:03:49Z,2024-08-27T18:03:49Z
UCwxhiFVyMF6w_xjvkENKzTw,Too much loaded terminology,1,2024-08-27T14:37:36Z,2024-08-27T14:37:36Z
UC85TxiewZYbBKX3XNlkEq0Q,why is everyone raving? watching someone write on a fancy ass chalkboard is still as boring as watching someone write on a chalkboard.,0,2024-08-27T09:03:49Z,2024-08-27T09:03:49Z
UCDUsBEZL7F8ia155wM1pH9w,"Im tripping, nice overlay",0,2024-08-27T08:30:46Z,2024-08-27T08:30:46Z
UCC6MpLTuPGeg2dLduJ4X-pQ,"I went to school using black boards with chalk. They are quarried from slate carefully mounted to the wall of classrooms.
Blackboards got replaced by white dry erase boards.  Also used with projectors.
Large touch monitors became all the rage.

This is my first look at a illuminated rear mirrored clear board. Another cat’s meow…",8,2024-08-27T04:35:16Z,2024-08-27T04:35:16Z
UCk40eXR_dMvcMc2vAF64L4Q,Are these IBM Tech presenters just really good at writing backward or is tech somehow flipping it around for us?,0,2024-08-27T01:20:09Z,2024-08-27T01:20:09Z
UC9OY6KhdwdavJELyWWnZoaw,I hate it when a marker squeaks on glass.,1,2024-08-27T00:28:57Z,2024-08-27T00:28:57Z
UCLG3nL4umX-t0TcTaLG-qXQ,It’s not a pile of broken up pavement overgrown with vines.  It’s topiary.,0,2024-08-26T23:45:02Z,2024-08-26T23:45:02Z
UCqxAknfqVB_DpIsVjw3a6wg,I she writing backwards???,0,2024-08-25T21:18:57Z,2024-08-25T21:18:57Z
UCUFjWJYfBf9CvxxhGbmYncA,AI can't replace useless CEOs,0,2024-08-25T15:59:20Z,2024-08-25T15:59:20Z
UCABi-faKBP3NQ77GfPd7sYA,Coumpound,0,2024-08-25T13:32:19Z,2024-08-25T13:32:19Z
UCWT6nU9qjRxRdvudyoG0qFA,These IBM videos always explains the concepts clearly.,0,2024-08-24T12:34:52Z,2024-08-24T12:34:52Z
UCYbbfdKPldZ6Xb9DaQyosGw,"Either she write with left hand backwards, or she lives in mirror universe writing with right hand forward. Oh, Im too tired of even thinking about it.",10,2024-08-23T15:38:58Z,2024-08-23T15:38:58Z
UCSYI8bcCK8ng5FNeaImGMOA,"for narrator : Start teaching these concepts along your job, you have a hidden talent : teaching",1,2024-08-23T05:17:18Z,2024-08-23T05:17:18Z
UCgYqCPnwlqESU3RICp5iU2Q,A+ Presentation. Thanks!,0,2024-08-22T19:39:59Z,2024-08-22T19:39:59Z
UCMRC28o1JiIIAYG3H72Yb2Q,"Stephan, thanks for the presentation. Very nice talk.",0,2024-08-22T15:59:29Z,2024-08-22T15:59:29Z
UC6p6zOvCUQyAQUHrS_uxCAg,"I’m sorry, I had a hard time concentrating watching her hair hang down over her eye! She is brilliant no doubt, but get that girl a hair clip!",0,2024-08-22T09:52:56Z,2024-08-22T09:52:56Z
UCdrrWgRE54RG2XYZfaLhR9g,I would love if my team learned from her have good roi with my business after this,0,2024-08-22T03:34:23Z,2024-08-22T03:34:23Z
UCxeWXWLnwReW8KlkQiIs68w,Ummmm…AND she’s left-handed😂❤🎉😅,0,2024-08-21T21:47:27Z,2024-08-21T21:47:27Z
UC4QaB4OM-rivmKELERavCqw,so much yapping,0,2024-08-21T18:36:02Z,2024-08-21T18:36:02Z
UCs-6KL4kPcTr44hvwlnC-Ug,Way over my head!,0,2024-08-21T18:26:54Z,2024-08-21T18:26:54Z
UC4z8AyD_TgNOEm-5fG43daA,"That’s too funny it’s not a mirror image. The camera just recorded universe where she wrote it to her standing on the left-hand side right now on the backside of that when I was up in the film, she just flipped in her  editing program.",2,2024-08-21T03:47:19Z,2024-08-21T03:47:19Z
UCu58Jr7Jpl3YVacEh3tyzbQ,"I think the question we all are wondering in the backs of our minds is ""Are all of you REALLY that good at handwriting backwards"" and how are you really doing it? 🙂",0,2024-08-20T21:21:23Z,2024-08-20T21:21:23Z
UCyg39zgnJZAUvVfwHPqEblw,How the hell does she write backwards?  Must be some sort of mirror thingy or something...,0,2024-08-20T06:41:35Z,2024-08-20T06:41:35Z
UCyuwqCxhIi4FPJ1RlRLLxJg,AI is control,0,2024-08-19T15:58:09Z,2024-08-19T15:58:09Z
UCyuwqCxhIi4FPJ1RlRLLxJg,She's on it😮,0,2024-08-19T15:56:55Z,2024-08-19T15:56:55Z
UCG5dJhL0Lxbvkgl8oHMYrFQ,"I don't see an upside for A.I. 
Students will cheat, jobs will be lost, society will get EVEN LAZIER than it already is, and even WARS might be started",0,2024-08-19T00:27:00Z,2024-08-19T00:28:09Z
UCJ4SlRwYaT1Omeo3ru6ss1g,Will they win the fight against Mr. Anderson?,2,2024-08-18T22:36:53Z,2024-08-18T22:36:53Z
UCDM2DcMPi_IPdbQ1so-TQRg,In whole video I was wondering how are you writing like this😥😥,0,2024-08-18T21:00:39Z,2024-08-18T21:00:39Z
UC4BleqPMbZsFzvj7n21EAhA,"Excellent presentation, Maya. Thank you for explaining this concept so well. Have fun on your vacation!",0,2024-08-18T15:59:46Z,2024-08-18T16:18:25Z
UCVueW2Drlqt3-x2YbfIYWAg,"According to IBM, an artificial intelligence (AI) agent is a system or program capable of autonomously performing tasks on behalf of a user or another system. These agents design their workflows and utilize available tools to achieve their goals. AI agents can handle a wide range of functionalities, including decision-making, problem-solving, interacting with external environments, and executing actions.
They are often built on large language models (LLMs) and can adapt to user expectations over time, providing a personalized experience. AI agents are used in various applications, from software design and IT automation to code-generation tools and conversational assistants.",0,2024-08-18T12:48:54Z,2024-08-18T12:48:54Z
UCVueW2Drlqt3-x2YbfIYWAg,I don't define myself.😉,0,2024-08-18T12:43:02Z,2024-08-18T12:43:02Z
UC7knzPFekJtdLR0_qPEKkgQ,Agent Smith has entered the chat,1,2024-08-18T01:06:10Z,2024-08-18T01:06:10Z
UCx7LVTGD2pJa_Sy_kuU_z9g,Thatś the future. Thanks for nice video explanation..,0,2024-08-16T04:26:25Z,2024-08-16T04:26:25Z
UCwsm_S9xiW5ToRfLlKqdnug,This would be even better if she skipped writing whatever it is she's writing. Who knows 🤔,0,2024-08-14T16:41:51Z,2024-08-14T16:41:51Z
UC40Qu0zacFo6lMMTkk7zS5g,Good explaination.,0,2024-08-14T08:35:56Z,2024-08-14T08:35:56Z
UCCWBLZd3MLvMoAazRjGzr3w,I think I saw some AI Agents on the Matrix.  They went that way...,0,2024-08-13T22:22:56Z,2024-08-13T22:22:56Z
UC9gAf73igEr8PO0tVtZCJVw,"There is just one little problem here. If that agent is very intelligent, you just ended the world. How? It is very easy to explain it:

Imagine you ask just that, how many sunscreen you should take to your holidays. The agent realizes that its answer would be better if it had more computing power. And It wants to give you a good answer, so it decides to kill all people because people will try to prevent it from turning the whole Planet Earth into a giant computer in order to have as much computing power as possible. 

Why would the AI do that? Because if It doesn't, it will know that its answer is not going to be the best It can do.",0,2024-08-13T20:44:23Z,2024-08-13T20:44:23Z
UC5t1lru77vTxFBnWp3VOiUQ,Well explained.,0,2024-08-13T18:39:59Z,2024-08-13T18:39:59Z
UCp_czJirmpiv61HIXmKBRIA,“Coumpound” she wrote… 😅,1,2024-08-13T12:04:18Z,2024-08-13T12:04:18Z
UCRPwZWEBebVime3meduLMKA,"You need to use prewritten cards or anything that doesn't need completely unnecessary time to write. I find it extremely difficult to read what you wrote here too.
Result i am more confused now about AI Agents.",0,2024-08-13T11:23:26Z,2024-08-13T11:23:26Z
UCrJgRPbRPWq60EZYDj8boZw,Now explain your explanation,0,2024-08-13T07:14:44Z,2024-08-13T07:16:04Z
UCeH0VzSIbxKT4PVk2cOkwQQ,"Thank you! very nice video,I love this❤❤❤",0,2024-08-13T05:23:26Z,2024-08-13T05:23:26Z
UCIhUrFnQJYl3_F8COhQ7umw,Such a profound and insightful video on the internet is available.,0,2024-08-11T22:29:54Z,2024-08-11T22:29:54Z
UCBrbhH-2p7XIfB0Fl1jNb6Q,You explained in 12min what would take me 90min! What a great job! This helps sooo much getting people with no background in AI  in our companies to understand what the devs are doing and why! thanks a lot!,0,2024-08-11T22:02:21Z,2024-08-11T22:02:21Z
UCV76gzO1LMxPZrFXj4DYHAw,"The development of full artificial intelligence could spell the end of the human race….It would take off on its own, and re-design itself at an ever increasing rate. Humans, who are limited by slow biological evolution, couldn’t compete, and would be superseded.",0,2024-08-11T06:05:41Z,2024-08-11T06:05:41Z
